pr_number,title,url,state,merged,primary_category,work_area,solution_type,hardware_scope,operator_keywords,top_patterns
7840,[Bugfix] Fix Phi-3v crash when input images are of certain sizes,https://github.com/vllm-project/vllm/pull/7840,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
7850,[Debugging][Bugfix] Fix quantization tests,https://github.com/vllm-project/vllm/pull/7850,closed,False,development,ci_build;frontend_api;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;quantization,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
7852,[misc][cuda] improve pynvml warning,https://github.com/vllm-project/vllm/pull/7852,closed,False,development,,kernel_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard
7855,[Bugfix]: Use float32 for base64 embedding,https://github.com/vllm-project/vllm/pull/7855,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;dtype_quantization_path
7860,Inclusion of InternVLChatModel In PP_SUPPORTED_MODELS(Pipeline Parallelism),https://github.com/vllm-project/vllm/pull/7860,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;hardware_arch_guard;build_dependency_packaging;scheduler_request_lifecycle;metadata_layout_contract
7872,[CI/Build] Added OpenVINO backend tests run,https://github.com/vllm-project/vllm/pull/7872,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
7874,[Bugfix] Fix #7592 vllm 0.5.4 enable_chunked_prefill throughput is slightly lower than 0.5.3~0.5.0.,https://github.com/vllm-project/vllm/pull/7874,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;build_dependency_packaging;verification_benchmarking;hardware_arch_guard;model_format_adapter
7875,[misc] Optimize speculative decoding,https://github.com/vllm-project/vllm/pull/7875,closed,False,performance,model_support;sampling_logits;speculative_decoding,performance_optimization,nvidia,cuda,verification_benchmarking;hardware_arch_guard;build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle
7885,"[Neuron] Adding support for context-lenght, token-gen buckets.",https://github.com/vllm-project/vllm/pull/7885,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter;verification_benchmarking
7886,[Bugfix] Allow ScalarType to be compiled with pytorch 2.3 and add checks for registering FakeScalarType and dynamo support.,https://github.com/vllm-project/vllm/pull/7886,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7888,Adding new cutlass configurations for llama70B,https://github.com/vllm-project/vllm/pull/7888,closed,False,performance,ci_build;frontend_api;gemm_linear;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;moe_gemm_routing
7889,[Doc]: Update tensorizer docs to include vllm[tensorizer],https://github.com/vllm-project/vllm/pull/7889,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7894,extend cuda graph size for H200,https://github.com/vllm-project/vllm/pull/7894,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cache;cuda;kernel,build_dependency_packaging;model_format_adapter;hardware_arch_guard;scheduler_request_lifecycle;kv_cache_capacity_offload
7897,[CI/Build][VLM] Cleanup multiple images inputs model test,https://github.com/vllm-project/vllm/pull/7897,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;model_format_adapter;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
7899,[Bugfix] Unify rank computation across regular decoding and speculative decoding,https://github.com/vllm-project/vllm/pull/7899,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory;speculative_decoding,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter;build_dependency_packaging;verification_benchmarking
7901,[Model] EXAONE 3.0 model support - closed,https://github.com/vllm-project/vllm/pull/7901,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard
7902,[Core][VLM] Stack multimodal tensors to represent multiple images within each prompt,https://github.com/vllm-project/vllm/pull/7902,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
7905,[Model][VLM] Add Qwen2-VL model support,https://github.com/vllm-project/vllm/pull/7905,closed,False,correctness,attention_kv_cache;ci_build;frontend_api;model_support;multimodal_vlm;sampling_logits,dependency_fix,,attention;sampling,build_dependency_packaging;model_format_adapter;backend_routing_fallback;hardware_arch_guard;verification_benchmarking
7906,[Core] Adding Control Vector Support,https://github.com/vllm-project/vllm/pull/7906,closed,False,development,activation_norm;ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;hardware_arch_guard;dtype_quantization_path
7910,[Core] Enable Memory Tiering for vLLM,https://github.com/vllm-project/vllm/pull/7910,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking
7916,[Bugfix] Fix phi3v incorrect image_idx when using async engine,https://github.com/vllm-project/vllm/pull/7916,closed,False,correctness,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7919,Remove request.max_tokens assertion in serving_completion.py,https://github.com/vllm-project/vllm/pull/7919,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter
7923,[Frontend][VLM] Add support for multiple multi-modal items in the OpenAI frontend,https://github.com/vllm-project/vllm/pull/7923,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
7924,[cuda][misc] error on empty CUDA_VISIBLE_DEVICES,https://github.com/vllm-project/vllm/pull/7924,closed,False,development,,kernel_fix,nvidia,cuda,hardware_arch_guard
7927,[This PR is not supposed to be merged] Testing regression in Tensorizer Test,https://github.com/vllm-project/vllm/pull/7927,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;verification_benchmarking;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7928,[multi-step] add flashinfer backend,https://github.com/vllm-project/vllm/pull/7928,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;backend_routing_fallback;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7931,[Core][Model] Support loading weights by ID within models,https://github.com/vllm-project/vllm/pull/7931,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
7938,[Misc] Use ray[adag] dependency instead of cuda,https://github.com/vllm-project/vllm/pull/7938,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7942,[Model] EXAONE 3.0 model support,https://github.com/vllm-project/vllm/pull/7942,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard
7954,[Bugfix] Fix incorrect vocal embedding shards for GGUF model in tensor parallelism,https://github.com/vllm-project/vllm/pull/7954,closed,False,correctness,ci_build;distributed_parallel;frontend_api;model_support;sampling_logits;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7963,[Model] Add Ultravox support for multiple audio chunks,https://github.com/vllm-project/vllm/pull/7963,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7970,[Bugfix] Make torch registration of punica ops optional,https://github.com/vllm-project/vllm/pull/7970,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;operator,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
7974,[VLM][Core] Fix exceptions on ragged NestedTensors,https://github.com/vllm-project/vllm/pull/7974,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
7985,[Core][Kernels] Enable FP8 KV Cache with Flashinfer backend.  + BugFix for kv_cache_dtype=auto,https://github.com/vllm-project/vllm/pull/7985,closed,False,performance,attention_kv_cache;model_support;quantization,performance_optimization,,cache;fp8;kernel;quantization,dtype_quantization_path;model_format_adapter;kv_cache_capacity_offload;backend_routing_fallback;verification_benchmarking
7994,[Core][Kernel][Misc] Support external swapper for vllm,https://github.com/vllm-project/vllm/pull/7994,closed,False,performance,attention_kv_cache;distributed_parallel;frontend_api;model_support;scheduler_memory,performance_optimization,nvidia,cache;kernel,model_format_adapter;verification_benchmarking;build_dependency_packaging;scheduler_request_lifecycle;kv_cache_capacity_offload
7995,[Kernel] changing fused moe kernel chunk size default to 32k,https://github.com/vllm-project/vllm/pull/7995,closed,False,performance,moe;sampling_logits,performance_optimization,nvidia,kernel;moe;sampling,moe_gemm_routing;hardware_arch_guard;verification_benchmarking;metadata_layout_contract
7999,[Bugfix] Prevent crash from attempting to use a CUDA graph for a batch size that wasn't captured,https://github.com/vllm-project/vllm/pull/7999,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory;speculative_decoding,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter
8001,[WIP] Multi Step Chunked Prefill - Prefill Steps,https://github.com/vllm-project/vllm/pull/8001,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter
8008,Neuron cache blocks must be 1 more than max num seqs,https://github.com/vllm-project/vllm/pull/8008,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;kv_cache_capacity_offload
8012,[Kernel] Change interface to Mamba causal_conv1d_update for continuous batching,https://github.com/vllm-project/vllm/pull/8012,closed,False,performance,,kernel_fix,,kernel,build_dependency_packaging;model_format_adapter;metadata_layout_contract
8013,[Bugfix] Address #8009 and add model test for flashinfer fp8 kv cache.,https://github.com/vllm-project/vllm/pull/8013,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cache;cuda;fp8;kernel,build_dependency_packaging;verification_benchmarking;dtype_quantization_path;hardware_arch_guard;model_format_adapter
8015,Misc: add ngram repetition stop checker,https://github.com/vllm-project/vllm/pull/8015,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory;speculative_decoding,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter
8018,[Core][Kernel][Misc] Support external swapper for vllm,https://github.com/vllm-project/vllm/pull/8018,closed,False,performance,attention_kv_cache;distributed_parallel;frontend_api;hardware_porting;model_support;scheduler_memory;speculative_decoding,performance_optimization,nvidia,cache;kernel,verification_benchmarking;model_format_adapter;scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard
8026,"ppc64le: Dockerfile fixed, and a script for buildkite",https://github.com/vllm-project/vllm/pull/8026,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8029,[MODEL] Qwen Multimodal Support (Qwen-VL / Qwen-VL-Chat),https://github.com/vllm-project/vllm/pull/8029,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;multimodal_vlm;sampling_logits;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
8032,[Kernel] Enable 8-bit weights in Fused Marlin MoE,https://github.com/vllm-project/vllm/pull/8032,closed,False,performance,model_support;moe;quantization,kernel_fix,,kernel;moe;quantization,verification_benchmarking;model_format_adapter;dtype_quantization_path;moe_gemm_routing
8037,[Bugfix] Fix ModelScope models in v0.5.5,https://github.com/vllm-project/vllm/pull/8037,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard
8039,[Kernel] Change interface to Mamba selective_state_update for continuous batching,https://github.com/vllm-project/vllm/pull/8039,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;metadata_layout_contract
8043,[CI/Build][Kernel] Update CUTLASS to 3.5.1 tag,https://github.com/vllm-project/vllm/pull/8043,closed,False,performance,ci_build;frontend_api;gemm_linear;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;moe_gemm_routing
8047,[Core][Bugfix] Support prompt_logprobs returned with speculative decoding,https://github.com/vllm-project/vllm/pull/8047,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory;speculative_decoding,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking
8049,[Frontend][VLM] Add support for multiple multi-modal items in the OpenAI frontend,https://github.com/vllm-project/vllm/pull/8049,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;model_format_adapter;hardware_arch_guard;scheduler_request_lifecycle
8052,[Bugfix] Fix import error in Phi-3.5-MoE,https://github.com/vllm-project/vllm/pull/8052,closed,False,development,ci_build;moe,kernel_fix,,moe,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing
8054,[Hardware][Ascend] Add Ascend NPU backend,https://github.com/vllm-project/vllm/pull/8054,closed,False,development,attention_kv_cache;ci_build;frontend_api;hardware_porting;model_support,dependency_fix,,attention,build_dependency_packaging;model_format_adapter;hardware_arch_guard;verification_benchmarking;backend_routing_fallback
8055,[Bugfix] Fix internlm2 tensor parallel inference,https://github.com/vllm-project/vllm/pull/8055,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8056,[Core][Bugfix] Accept GGUF model without .gguf extension,https://github.com/vllm-project/vllm/pull/8056,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8059,[BugFix][Core] Multistep Fix Crash on Request Cancellation,https://github.com/vllm-project/vllm/pull/8059,closed,False,correctness,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;verification_benchmarking;hardware_arch_guard;model_format_adapter
8060,[Frontend] Add progress reporting to run_batch.py,https://github.com/vllm-project/vllm/pull/8060,closed,False,performance,attention_kv_cache;distributed_parallel;frontend_api;model_support,kernel_fix,nvidia,cache;cuda,model_format_adapter;metadata_layout_contract;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
8061,[Bugfix][VLM] Add fallback to SDPA for ViT model running on CPU backend,https://github.com/vllm-project/vllm/pull/8061,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,attention;cuda;kernel,build_dependency_packaging;model_format_adapter;backend_routing_fallback;hardware_arch_guard;scheduler_request_lifecycle
8062,[Neuron] Adding support for adding/ overriding neuron configuration a…,https://github.com/vllm-project/vllm/pull/8062,closed,False,development,ci_build;frontend_api;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;quantization,build_dependency_packaging;model_format_adapter;dtype_quantization_path;hardware_arch_guard;scheduler_request_lifecycle
8063,[Misc] Optional installation of audio related packages,https://github.com/vllm-project/vllm/pull/8063,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8092,[Core][Bugfix][Perf] Refactor Server to Avoid `AsyncLLMEngine`,https://github.com/vllm-project/vllm/pull/8092,closed,False,performance,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,verification_benchmarking;scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter
8103,chore: Update check-wheel-size.py to read VLLM_MAX_SIZE_MB from env,https://github.com/vllm-project/vllm/pull/8103,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8109,[Bugfix] Fix bug in detokenizer.py,https://github.com/vllm-project/vllm/pull/8109,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8122,Update awq fused latest,https://github.com/vllm-project/vllm/pull/8122,closed,False,development,ci_build;frontend_api;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;quantization,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
8123,➕ add peft to common requirements,https://github.com/vllm-project/vllm/pull/8123,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8130,"[CI/Build] Enabling kernels tests for AMD, ignoring some of then that fail",https://github.com/vllm-project/vllm/pull/8130,closed,False,development,ci_build;frontend_api;hardware_porting;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
8132,Adding Cascade Infer to FlashInfer,https://github.com/vllm-project/vllm/pull/8132,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter;backend_routing_fallback
8133,[CI/Build] Use python 3.12 in cuda image,https://github.com/vllm-project/vllm/pull/8133,closed,False,performance,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;model_format_adapter;verification_benchmarking;hardware_arch_guard;scheduler_request_lifecycle
8135,[Misc] GPTQ Activation Ordering,https://github.com/vllm-project/vllm/pull/8135,closed,False,correctness,activation_norm;model_support;quantization,kernel_fix,,kernel;quantization,verification_benchmarking;model_format_adapter;build_dependency_packaging;hardware_arch_guard;dtype_quantization_path
8157,[Core][Bugfix][Perf] Introduce `MQLLMEngine` to avoid `asyncio` OH,https://github.com/vllm-project/vllm/pull/8157,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,hardware_arch_guard;scheduler_request_lifecycle;build_dependency_packaging;model_format_adapter;verification_benchmarking
8161,[Doc] [Misc] Create CODE_OF_CONDUCT.md,https://github.com/vllm-project/vllm/pull/8161,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8162,[Misc] remove peft as dependency for prompt models,https://github.com/vllm-project/vllm/pull/8162,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8165,Move verify_marlin_supported to GPTQMarlinLinearMethod,https://github.com/vllm-project/vllm/pull/8165,closed,False,development,quantization,kernel_fix,,quantization,hardware_arch_guard;model_format_adapter;dtype_quantization_path;backend_routing_fallback
8168,[Model] Allow loading from original Mistral format,https://github.com/vllm-project/vllm/pull/8168,closed,False,development,ci_build;frontend_api;model_support;sampling_logits;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;sampling,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
8169,[bugfix] Upgrade minimum OpenAI version,https://github.com/vllm-project/vllm/pull/8169,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
8172,[Core/Bugfix] pass VLLM_ATTENTION_BACKEND to ray workers,https://github.com/vllm-project/vllm/pull/8172,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;backend_routing_fallback;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8173,[Core/Bugfix] Add query dtype as per FlashInfer API requirements.,https://github.com/vllm-project/vllm/pull/8173,closed,False,development,attention_kv_cache;frontend_api,,,cache,scheduler_request_lifecycle;backend_routing_fallback;build_dependency_packaging;dtype_quantization_path;kv_cache_capacity_offload
8175,[Benchmark] Add block_size option to benchmark_throughput.py,https://github.com/vllm-project/vllm/pull/8175,closed,False,performance,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;verification_benchmarking;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8191,[Frontend] Add --logprobs argument to `benchmark_serving.py`,https://github.com/vllm-project/vllm/pull/8191,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;hardware_arch_guard;verification_benchmarking
8192,[OpenVINO] Enable GPU support for OpenVINO vLLM backend,https://github.com/vllm-project/vllm/pull/8192,closed,False,performance,attention_kv_cache;model_support;scheduler_memory,performance_optimization,,cache,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
8199,[Core] *Prompt* logprobs support in Multi-step,https://github.com/vllm-project/vllm/pull/8199,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
8201,[Model][VLM] Support multi-images inputs for InternVL2 models,https://github.com/vllm-project/vllm/pull/8201,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
8203,[CI/Build] Increasing timeout for multiproc worker tests,https://github.com/vllm-project/vllm/pull/8203,closed,False,development,ci_build;frontend_api;hardware_porting;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
8214,[Misc] Add GPTQ Marlin Fused MoE Support,https://github.com/vllm-project/vllm/pull/8214,closed,False,development,ci_build;frontend_api;model_support;moe;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;moe;quantization,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;dtype_quantization_path
8224,[Spec Decode] Move ops.advance_step to flash attn advance_step,https://github.com/vllm-project/vllm/pull/8224,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;operator,scheduler_request_lifecycle;build_dependency_packaging;hardware_arch_guard;model_format_adapter
8245,[Kernel] Build flash-attn from source,https://github.com/vllm-project/vllm/pull/8245,closed,False,development,attention_kv_cache;ci_build;frontend_api;model_support;scheduler_memory,dependency_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
8246,"Memory optimization for awq_gemm and awq_dequantize, 2x throughput",https://github.com/vllm-project/vllm/pull/8246,closed,False,performance,ci_build;frontend_api;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;quantization;triton,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking;dtype_quantization_path
8247,[Model] Support multiple images for qwen-vl,https://github.com/vllm-project/vllm/pull/8247,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;sampling_logits;scheduler_memory,kernel_fix,amd;nvidia,cuda;gemm;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;dtype_quantization_path
8248,"[Kernel] [Triton] Memory optimization for awq_gemm and awq_dequantize, 2x throughput",https://github.com/vllm-project/vllm/pull/8248,closed,False,performance,ci_build;frontend_api;hardware_porting;model_support;quantization;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel;quantization;triton,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking;dtype_quantization_path
8250,[BugFix] Propagate 'trust_remote_code' setting in internvl and minicpmv,https://github.com/vllm-project/vllm/pull/8250,closed,False,development,ci_build;frontend_api;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
8251,[Bugfix][Frontend] Update all fastapi requests based on OpenAPIBase with annotations,https://github.com/vllm-project/vllm/pull/8251,closed,False,development,ci_build;frontend_api;model_support;scheduler_memory,kernel_fix,amd;nvidia,cuda;kernel,build_dependency_packaging;scheduler_request_lifecycle;hardware_arch_guard;model_format_adapter
